1,Raptors
2,Pacers
3,Nets
4,Jazz
5,Trailblazers
6,Nuggets
7,Warriors
8,Supersonics
9,Suns
10,Bulls
11,Thunder
12,Heat
13,Timberwolves
14,Clippers
15,Hawks
16,Pelicans
17,Hornets
18,Knicks
19,Bucks
20,Grizzlies
21,Celtics
22,Lakers
23,Magic
24,Spurs
25,Spurs
26,Magic
27,Lakers
28,Celtics
29,Grizzlies
30,Bucks
31,Knicks
32,Hornets
33,Pelicans
34,Hawks
35,Clippers
36,Timberwolves
37,Heat
38,Thunder
39,Bulls
40,Suns
41,Supersonics
42,Warriors
43,Nuggets
44,Trailblazers
45,Jazz
46,Nets
47,Pacers
48,Raptors
49,Raptors
50,Pacers
51,Nets
52,Jazz
53,Trailblazers
54,Nuggets
55,Warriors
56,Supersonics
57,Suns
58,Bulls
59,Thunder
60,Heat
61,Timberwolves
62,Clippers
63,Hawks
64,Pelicans
65,Hornets
66,Knicks
67,Bucks
68,Grizzlies
69,Celtics
70,Lakers
71,Magic
72,Spurs
73,Spurs
74,Magic
75,Lakers
76,Celtics
77,Grizzlies
78,Bucks
79,Knicks
80,Hornets
81,Pelicans
82,Hawks
83,Clippers
84,Timberwolves
85,Heat
86,Thunder
87,Bulls
88,Suns
89,Supersonics
90,Warriors
91,Nuggets
92,Trailblazers
93,Jazz
94,Nets
95,Pacers
96,Raptors
97,Raptors
98,Pacers
99,Nets
100,Jazz
101,Trailblazers
102,Nuggets
103,Warriors
104,Supersonics
105,Suns
106,Bulls
107,Thunder
108,Heat
109,Timberwolves
110,Clippers
111,Hawks
112,Pelicans
113,Hornets
114,Knicks
115,Bucks
116,Grizzlies
117,Celtics
118,Lakers
119,Magic
120,Spurs
121,Spurs
122,Magic
123,Lakers
124,Celtics
125,Grizzlies
126,Bucks
127,Knicks
128,Hornets
129,Pelicans
130,Hawks
131,Clippers
132,Timberwolves
133,Heat
134,Thunder
135,Bulls
136,Suns
137,Supersonics
138,Warriors
139,Nuggets
140,Trailblazers
141,Jazz
142,Nets
143,Pacers
144,Raptors
145,Raptors
146,Pacers
147,Nets
148,Jazz
149,Trailblazers
150,Nuggets
151,Warriors
152,Supersonics
153,Suns
154,Bulls
155,Thunder
156,Heat
157,Timberwolves
158,Clippers
159,Hawks
160,Pelicans
161,Hornets
162,Knicks
163,Bucks
164,Grizzlies
165,Celtics
166,Lakers
167,Magic
168,Spurs
169,Spurs
170,Magic
171,Lakers
172,Celtics
173,Grizzlies
174,Bucks
175,Knicks
176,Hornets
177,Pelicans
178,Hawks
179,Clippers
180,Timberwolves
181,Heat
182,Thunder
183,Bulls
184,Suns
185,Supersonics
186,Warriors
187,Nuggets
188,Trailblazers
189,Jazz
190,Nets
191,Pacers
192,Raptors
193,Raptors
194,Pacers
195,Nets
196,Jazz
197,Trailblazers
198,Nuggets
199,Warriors
200,Supersonics
201,Suns
202,Bulls
203,Thunder
204,Heat
205,Timberwolves
206,Clippers
207,Hawks
208,Pelicans
209,Hornets
210,Knicks
211,Bucks
212,Grizzlies
213,Celtics
214,Lakers
215,Magic
216,Spurs
217,Spurs
218,Magic
219,Lakers
220,Celtics
221,Grizzlies
222,Bucks
223,Knicks
224,Hornets
225,Pelicans
226,Hawks
227,Clippers
228,Timberwolves
229,Heat
230,Thunder
231,Bulls
232,Suns
233,Supersonics
234,Warriors
235,Nuggets
236,Trailblazers
237,Jazz
238,Nets
239,Pacers
240,Raptors
241,Raptors
242,Pacers
243,Nets
244,Jazz
245,Trailblazers
246,Nuggets
247,Warriors
248,Supersonics
249,Suns
250,Bulls
251,Thunder
252,Heat
253,Timberwolves
254,Clippers
255,Hawks
256,Pelicans
257,Hornets
258,Knicks
259,Bucks
260,Grizzlies
261,Celtics
262,Lakers
263,Magic
264,Spurs
265,Spurs
266,Magic
267,Lakers
268,Celtics
269,Grizzlies
270,Bucks
271,Knicks
272,Hornets
273,Pelicans
274,Hawks
275,Clippers
276,Timberwolves
277,Heat
278,Thunder
279,Bulls
280,Suns
281,Supersonics
282,Warriors
283,Nuggets
284,Trailblazers
285,Jazz
286,Nets
287,Pacers
288,Raptors
